Type,Block,Street Name,Postal,Latitude,Longitude
HDB,1,BEACH RD,190001,1.303671351,103.8644787
HDB,1,BEDOK STH AVE 1,460001,1.320852087,103.9337211
HDB,1,CHAI CHEE RD,461001,1.327968792,103.922716
HDB,1,CHANGI VILLAGE RD,500001,1.388546562,103.9878045
HDB,1,DELTA AVE,160001,1.292075251,103.8285841
HDB,1,DOVER RD,130001,1.302525747,103.7832732
HDB,1,EVERTON PK,81001,1.277426543,103.8400012
HDB,1,GHIM MOH RD,270001,1.312879757,103.786855
HDB,1,HAIG RD,430001,1.311290912,103.8977034
HDB,1,HOUGANG AVE 3,530001,1.364130973,103.8930013
HDB,1,JLN BT MERAH,150001,1.28645354,103.8082424
HDB,1,KG KAYU RD,431001,1.303557697,103.8837964
HDB,1,LOR 7 TOA PAYOH,310001,1.339430335,103.8534428
HDB,1,LOR LEW LIAN,531001,1.350867126,103.8753439
HDB,1,MARINE TER,440001,1.304829022,103.918615
HDB,1,MARSILING DR,730001,1.440671099,103.7757399
HDB,1,PINE CL,390001,1.307870562,103.8831922
HDB,1,QUEEN'S RD,260001,1.317266295,103.8067829
HDB,1,ST. GEORGE'S RD,320001,1.323402637,103.8616308
HDB,1,TECK WHYE AVE,680001,1.382538829,103.7517109
HDB,1,TELOK BLANGAH CRES,90001,1.279456601,103.8178976
HDB,1,TG PAGAR PLAZA,82001,1.275687028,103.8424336
HDB,1,TOH YI DR,591501,1.339571753,103.7746782
HDB,1A,CANTONMENT RD,85101,1.27784271,103.8409659
HDB,1B,CANTONMENT RD,85201,1.277799407,103.8414034
HDB,1C,CANTONMENT RD,85301,1.277449094,103.8416667
HDB,1D,CANTONMENT RD,85401,1.276920234,103.8414858
HDB,1E,CANTONMENT RD,85501,1.276621683,103.8411561
HDB,1F,CANTONMENT RD,85601,1.275986995,103.8411918
HDB,1G,CANTONMENT RD,85701,1.275532291,103.8412746
HDB,2,BEACH RD,190002,1.304033006,103.8649284
HDB,2,BEDOK STH AVE 1,460002,1.321301188,103.9332996
HDB,2,CHAI CHEE RD,461002,1.326810056,103.9227755
HDB,2,DELTA AVE,161002,1.291734122,103.8280261
HDB,2,DOVER RD,130002,1.303103439,103.782905
HDB,2,EVERTON PK,81002,1.277416303,103.8393308
HDB,2,GHIM MOH RD,270002,1.31237873,103.7869715
HDB,2,HAIG RD,430002,1.312293493,103.8976928
HDB,2,HOLLAND AVE,271002,1.309344983,103.7955594
HDB,2,HOUGANG AVE 3,530002,1.363137208,103.8931845
HDB,2,JLN BATU,669126,1.360511813,103.7629399
HDB,2,JLN BT HO SWEE,162002,1.28728822,103.831873
HDB,2,JLN BT MERAH,150002,1.286629213,103.8068619
HDB,2,LOR 7 TOA PAYOH,310002,1.338607526,103.8535156
HDB,2,LOR LEW LIAN,531002,1.350607956,103.8756801
HDB,2,MARINE TER,440002,1.304467615,103.9181741
HDB,2,MARSILING DR,730002,1.439938288,103.7766948
HDB,2,QUEEN'S RD,266733,1.322800863,103.8110235
HDB,2,ST. GEORGE'S RD,322002,1.323425675,103.8606866
HDB,2,TECK WHYE AVE,680002,1.3819335,103.7518347
HDB,2,TG PAGAR PLAZA,82002,1.275236831,103.8426053
HDB,2,TOH YI DR,590002,1.339174804,103.7753414
HDB,2,UPP ALJUNIED LANE,360002,1.333989533,103.8789635
HDB,2A,BOON TIONG RD,164002,1.286529621,103.8331631
HDB,2A,GEYLANG SERAI,403002,1.316996486,103.8977489
HDB,2A,UPP BOON KENG RD,381002,1.313738441,103.8719033
HDB,2B,GEYLANG SERAI,404002,1.317405112,103.8977746
HDB,2B,UPP BOON KENG RD,382002,1.313614227,103.8716044
HDB,2C,BOON TIONG RD,166002,1.286857679,103.8328459
HDB,2C,GEYLANG SERAI,405002,1.317501461,103.8982065
HDB,2C,UPP BOON KENG RD,383002,1.313127969,103.871737
HDB,2D,GEYLANG SERAI,406002,1.317571243,103.8986477
HDB,2D,UPP BOON KENG RD,384002,1.313079277,103.8723802
HDB,3,BEACH RD,190003,1.304187129,103.8651933
HDB,3,BEDOK STH AVE 1,460003,1.321915339,103.9331809
HDB,3,DELTA AVE,160003,1.291698335,103.8273345
HDB,3,DOVER RD,130003,1.303735921,103.7824438
HDB,3,EVERTON PK,80003,1.277217301,103.838704
HDB,3,GHIM MOH RD,270003,1.311998913,103.7871897
HDB,3,HAIG RD,430003,1.31170259,103.8973795
HDB,3,HOLLAND CL,271003,1.308208713,103.7966389
HDB,3,JLN BATU,431003,1.302883932,103.8839342
HDB,3,JOO CHIAT RD,420003,1.315885232,103.8991554
HDB,3,LOR 7 TOA PAYOH,310003,1.339195454,103.8544509
HDB,3,LOR LEW LIAN,531003,1.35047536,103.876133
HDB,3,MARINE TER,440003,1.304106067,103.9177334
HDB,3,PINE CL,392003,1.306928776,103.8831105
HDB,3,QUEEN'S RD,266734,1.322877615,103.8116477
HDB,3,ST. GEORGE'S RD,320003,1.322587352,103.8611073
HDB,3,TECK WHYE AVE,680003,1.382476567,103.752528
HDB,3,TG PAGAR PLAZA,81003,1.275619186,103.8424313
HDB,3,TOH YI DR,590003,1.338774304,103.7752542
HDB,3,UPP ALJUNIED LANE,360003,1.333992975,103.8798927
HDB,3A,GEYLANG SERAI,402003,1.317501308,103.8989115
HDB,3A,HOLLAND CL,272003,1.308722236,103.7967508
HDB,3A,UPP BOON KENG RD,381003,1.313828129,103.8723808
HDB,3B,UPP BOON KENG RD,382003,1.314298734,103.8728282
HDB,3C,UPP BOON KENG RD,383003,1.313793188,103.8730939
HDB,3D,UPP BOON KENG RD,384003,1.313297839,103.8728376
HDB,4,BEDOK STH AVE 1,460004,1.322489623,103.9334053
HDB,4,BOON KENG RD,330004,1.315698964,103.8597852
HDB,4,CHANGI VILLAGE RD,500004,1.389096356,103.9874628
HDB,4,DELTA AVE,161004,1.291828624,103.8265458
HDB,4,EVERTON PK,80004,1.276883074,103.8400856
HDB,4,GHIM MOH RD,270004,1.313193696,103.7881922
HDB,4,HAIG RD,430004,1.312101244,103.8971871
HDB,4,HOLLAND CL,271004,1.307968264,103.7956465
HDB,4,JLN BATU,669127,1.360465199,103.7628995
HDB,4,JLN BT HO SWEE,162004,1.287422399,103.8312389
HDB,4,JOO CHIAT RD,420004,1.315407591,103.8989404
HDB,4,LOR 7 TOA PAYOH,310004,1.339044798,103.8555411
HDB,4,LOR LEW LIAN,531004,1.350262004,103.8764851
HDB,4,MARINE TER,440004,1.305098955,103.9177353
HDB,4,QUEEN'S RD,260004,1.318832253,103.808062
HDB,4,SAGO LANE,50004,1.281800622,103.8429082
HDB,4,TECK WHYE AVE,680004,1.381939295,103.7528067
HDB,4,TG PAGAR PLAZA,81004,1.275905201,103.8427412
HDB,4,TOH YI DR,590004,1.338512067,103.7745698
HDB,4,UPP ALJUNIED LANE,360004,1.333547432,103.8790658
HDB,4A,BOON TIONG RD,164004,1.286673707,103.8324817
HDB,4B,BOON TIONG RD,165004,1.286588783,103.8319503
HDB,4B,ST. GEORGE'S LANE,321004,1.322291025,103.8601741
HDB,4C,ST. GEORGE'S LANE,322004,1.32211972,103.8608201
HDB,5,BEDOK STH AVE 2,460005,1.322191579,103.9343993
HDB,5,BOON KENG RD,330005,1.316299958,103.8603975
HDB,5,CHANGI VILLAGE RD,500005,1.3888534,103.986846
HDB,5,DELTA AVE,160005,1.292231451,103.8276007
HDB,5,DOVER CRES,130005,1.304060128,103.7826372
HDB,5,EVERTON PK,80005,1.276684338,103.8394591
HDB,5,FARRER RD,260005,1.31655991,103.8072881
HDB,5,GHIM MOH RD,270005,1.312693106,103.7883088
HDB,5,HAIG RD,430005,1.312589174,103.8965912
HDB,5,HOLLAND CL,272005,1.307674422,103.7962716
HDB,5,JLN BATU,431005,1.301563597,103.8840285
HDB,5,LOR LEW LIAN,530005,1.350032028,103.8768418
HDB,5,MARINE TER,440005,1.304563413,103.917229
HDB,5,MARSILING DR,730005,1.439726946,103.775383
HDB,5,PINE CL,391005,1.307043059,103.8826884
HDB,5,ST. GEORGE'S LANE,320005,1.323189916,103.859697
HDB,5,TECK WHYE AVE,680005,1.382114391,103.7535651
HDB,5,TELOK BLANGAH CRES,90005,1.278724029,103.8192204
HDB,5,TG PAGAR PLAZA,81005,1.27624052,103.8430061
HDB,5,TOH YI DR,590005,1.338192542,103.7745226
HDB,5,UPP ALJUNIED LANE,360005,1.33372866,103.8798985
HDB,5A,MARSILING DR,732005,1.440084796,103.7752007
HDB,5A,UPP BOON KENG RD,381005,1.31327536,103.8734891
HDB,6,BEACH RD,190006,1.303992317,103.8644193
HDB,6,BEDOK STH AVE 2,460006,1.322217108,103.9349912
HDB,6,BOON KENG RD,330006,1.317088035,103.8608967
HDB,6,EVERTON PK,80006,1.276673811,103.8387891
HDB,6,FARRER RD,260006,1.317319712,103.8080572
HDB,6,GHIM MOH RD,270006,1.31228409,103.7884039
HDB,6,HAIG RD,430006,1.313176188,103.8972149
HDB,6,HOLLAND CL,271006,1.307115686,103.7952646
HDB,6,HOUGANG AVE 3,530006,1.362714463,103.8939805
HDB,6,JLN BATU,669128,1.360412053,103.7628698
HDB,6,JLN BT HO SWEE,161006,1.287638699,103.8314433
HDB,6,KIM TIAN RD,163006,1.284009681,103.8274214
HDB,6,LOR 7 TOA PAYOH,310006,1.338582807,103.8571924
HDB,6,LOR LEW LIAN,531006,1.349438108,103.8773264
HDB,6,MARINE TER,440006,1.303785442,103.9164953
HDB,6,MARSILING DR,730006,1.442072976,103.776354
HDB,6,ST. GEORGE'S LANE,320006,1.323280583,103.8588792
HDB,6,TECK WHYE AVE,680006,1.381586827,103.7538283
HDB,6,TELOK BLANGAH CRES,90006,1.278140813,103.818484
HDB,6,TOH YI DR,590006,1.337773028,103.7751307
HDB,6A,BOON TIONG RD,164006,1.286835248,103.8313476
HDB,6B,BOON TIONG RD,165006,1.286545996,103.8308245
HDB,7,BEDOK STH AVE 2,460007,1.322815443,103.9354552
HDB,7,BOON KENG RD,330007,1.316789225,103.8617819
HDB,7,C'WEALTH AVE,140007,1.306456477,103.7947656
HDB,7,EVERTON PK,80007,1.276924344,103.8386805
HDB,7,GHIM MOH RD,270007,1.311288236,103.7872306
HDB,7,HAIG RD,430007,1.313806612,103.8969105
HDB,7,HOUGANG AVE 3,530007,1.362327219,103.8935108
HDB,7,JLN BATU,431007,1.302370026,103.8835964
HDB,7,JLN BT MERAH,150007,1.287300521,103.8079883
HDB,7,KIM TIAN PL,160007,1.283485112,103.8270438
HDB,7,LOR 7 TOA PAYOH,310007,1.338053697,103.8572869
HDB,7,LOR LEW LIAN,531007,1.34915703,103.8770069
HDB,7,MARINE TER,440007,1.304097943,103.9172754
HDB,7,MARSILING DR,730007,1.441669065,103.7767334
HDB,7,PINE CL,391007,1.307675732,103.882412
HDB,7,ST. GEORGE'S LANE,320007,1.323700389,103.8590569
HDB,7,TECK WHYE AVE,680007,1.381474449,103.7545215
HDB,7,TELOK BLANGAH CRES,90007,1.278361373,103.819384
HDB,7,TG PAGAR PLAZA,81007,1.277120122,103.8431177
HDB,7,TOH YI DR,590007,1.337373144,103.7750432
HDB,7,UPP ALJUNIED LANE,360007,1.33471455,103.8787083
HDB,7A,C'WEALTH AVE,141007,1.306791847,103.7948992
HDB,8,BEDOK STH AVE 2,460008,1.32284177,103.9360468
HDB,8,BOON KENG RD,330008,1.316424896,103.8615016
HDB,8,CANTONMENT CL,81008,1.275801013,103.8390326
HDB,8,EMPRESS RD,260008,1.316411901,103.8053738
HDB,8,GHIM MOH RD,270008,1.310572276,103.7876431
HDB,8,HAIG RD,430008,1.313669795,103.8960696
HDB,8,HOLLAND AVE,271008,1.306514064,103.794223
HDB,8,JLN BATU,431008,1.30263934,103.8831797
HDB,8,JLN BT HO SWEE,161008,1.287526863,103.8320205
HDB,8,JLN KUKOH,162008,1.287377627,103.8394071
HDB,8,JLN RUMAH TINGGI,150008,1.288575947,103.8078682
HDB,8,JOO SENG RD,360008,1.335201434,103.878703
HDB,8,KIM TIAN PL,163008,1.283029656,103.8272367
HDB,8,LOR 7 TOA PAYOH,310008,1.337880501,103.8566128
HDB,8,LOR LEW LIAN,531008,1.348908689,103.8767157
HDB,8,MARINE TER,440008,1.304364656,103.9161086
HDB,8,MARSILING DR,730008,1.441345041,103.7771827
HDB,8,SELEGIE RD,180008,1.303206671,103.8504934
HDB,8,ST. GEORGE'S LANE,320008,1.323575758,103.8598772
HDB,8,TECK WHYE AVE,680008,1.38066227,103.7546706
HDB,8,TELOK BLANGAH CRES,90008,1.277795391,103.8193413
HDB,8,TG PAGAR PLAZA,80008,1.277272573,103.8429172
HDB,8,TOH YI DR,590008,1.337964912,103.7740157
HDB,8A,BOON TIONG RD,164008,1.28652537,103.8301248
HDB,8A,UPP BOON KENG RD,381008,1.312917571,103.8697431
HDB,8B,BOON TIONG RD,165008,1.287016949,103.8303033
HDB,8B,UPP BOON KENG RD,382008,1.312344472,103.8698983
HDB,8C,UPP BOON KENG RD,383008,1.313169458,103.8708193
HDB,9,BEDOK STH AVE 2,460009,1.323209742,103.936904
HDB,9,BOON KENG RD,330009,1.316051181,103.8612187
HDB,9,CANTONMENT CL,80009,1.275301801,103.8392073
HDB,9,EUNOS CRES,400009,1.321798699,103.9027747
HDB,9,GLOUCESTER RD,210009,1.313586166,103.8516999
HDB,9,HAIG RD,430009,1.314433815,103.8960611
HDB,9,HOLLAND AVE,272009,1.307555926,103.7944436
HDB,9,JLN BATU,431009,1.30283219,103.8829791
HDB,9,JLN KUKOH,160009,1.287674258,103.8388579
HDB,9,JLN RUMAH TINGGI,150009,1.288816153,103.8082053
HDB,9,JOO SENG RD,360009,1.334900179,103.8793343
HDB,9,LOR 7 TOA PAYOH,310009,1.33750482,103.8578395
HDB,9,MARSILING DR,730009,1.441291529,103.7764497
HDB,9,PINE CL,390009,1.309469497,103.8824375
HDB,9,SELEGIE RD,180009,1.303460962,103.8507093
HDB,9,ST. GEORGE'S RD,320009,1.323723796,103.8629951
HDB,9,TOH YI DR,590009,1.338304798,103.7735416
HDB,9A,BOON TIONG RD,162009,1.286827152,103.8286595
HDB,9B,BOON TIONG RD,163009,1.286814173,103.8289283
HDB,10,CHAI CHEE RD,467010,1.327275724,103.9248036
HDB,10,EUNOS CRES,400010,1.322286559,103.9027205
HDB,10,GLOUCESTER RD,210010,1.313916587,103.8522098
HDB,10,HAIG RD,430010,1.314839502,103.8958652
HDB,10,HOLLAND AVE,271010,1.308149971,103.7942752
HDB,10,JLN BATU,669130,1.360309805,103.7628049
HDB,10,JLN BT HO SWEE,161010,1.28745837,103.8326758
HDB,10,JLN KUKOH,162010,1.286973834,103.8390758
HDB,10,JLN RUMAH TINGGI,150010,1.288200189,103.8083694
HDB,10,JOO SENG RD,361010,1.334866323,103.8800121
HDB,10,LOR 7 TOA PAYOH,311010,1.337171643,103.8577935
HDB,10,MARSILING DR,730010,1.440805674,103.7773186
HDB,10,PINE CL,391010,1.309152394,103.8822425
HDB,10,SELEGIE RD,180010,1.303708794,103.8505372
HDB,10,ST. GEORGE'S RD,320010,1.323746488,103.8634122
HDB,10,TECK WHYE AVE,680010,1.380470551,103.7552111
HDB,10,TELOK BLANGAH CRES,90010,1.277731532,103.8197694
HDB,10,TOH YI DR,590010,1.337539566,103.7731611
HDB,10A,BOON TIONG RD,160010,1.286358471,103.8296262
HDB,10B,BEDOK STH AVE 2,461010,1.322353866,103.9361833
HDB,10B,BOON TIONG RD,164010,1.286336847,103.8292048
HDB,10B,LOR 7 TOA PAYOH,312010,1.337161364,103.8583536
HDB,10C,BEDOK STH AVE 2,462010,1.322094236,103.9362236
HDB,10D,BEDOK STH AVE 2,463010,1.321770859,103.9363266
HDB,10E,BEDOK STH AVE 2,464010,1.321620093,103.937041
HDB,10F,BEDOK STH AVE 2,465010,1.322217735,103.9370013
HDB,11,CANTONMENT CL,80011,1.274426047,103.8396715
HDB,11,CHAI CHEE RD,460011,1.326911375,103.9248839
HDB,11,EUNOS CRES,400011,1.321800289,103.9044243
HDB,11,FARRER PK RD,210011,1.312367682,103.8521093
HDB,11,HAIG RD,430011,1.31483627,103.8966373
HDB,11,HOLLAND DR,271011,1.309053945,103.7940631
HDB,11,JLN BATU,431011,1.301696391,103.8825787
HDB,11,JLN BT MERAH,150011,1.286621904,103.8089633
HDB,11,JOO SENG RD,360011,1.33500895,103.8807063
HDB,11,LOR 8 TOA PAYOH,311011,1.336648114,103.859295
HDB,11,MARSILING DR,730011,1.440393999,103.7779423
HDB,11,PINE CL,392011,1.308529027,103.8829526
HDB,11,ST. GEORGE'S RD,320011,1.322923267,103.8632305
HDB,11,TECK WHYE LANE,680011,1.379762211,103.7549694
HDB,11,TOH YI DR,590011,1.338002612,103.7726033
HDB,11,UPP BOON KENG RD,380011,1.31423937,103.870914
HDB,12,CANTONMENT CL,80012,1.27447616,103.8400703
HDB,12,DOVER CL EAST,130012,1.304992003,103.7858075
HDB,12,FARRER PK RD,210012,1.311981131,103.8516385
HDB,12,HOLLAND AVE,272012,1.309352847,103.7948733
HDB,12,JLN BT MERAH,150012,1.287531165,103.8070202
HDB,12,JOO SENG RD,368356,1.337130213,103.8826674
HDB,12,KG ARANG RD,431012,1.300828855,103.8836948
HDB,12,LOR 7 TOA PAYOH,310012,1.336746107,103.8576159
HDB,12,MARINE TER,441012,1.304404768,103.9152954
HDB,12,MARSILING LANE,730012,1.440514129,103.7786216
HDB,12,NTH BRIDGE RD,190012,1.304310427,103.8627815
HDB,12,PINE CL,391012,1.308478545,103.8822878
HDB,12,TAMAN HO SWEE,162012,1.287807531,103.8327806
HDB,12,TECK WHYE LANE,680120,1.378841849,103.7503406
HDB,12,TELOK BLANGAH CRES,91012,1.277007271,103.8187901
HDB,12,TOH YI DR,590012,1.33840275,103.7726858
HDB,12,UPP BOON KENG RD,387313,1.316329624,103.8725701
HDB,12A,MARSILING LANE,731012,1.441317269,103.7784051
HDB,12B,MARSILING LANE,732012,1.441085967,103.7781202
HDB,12C,MARSILING LANE,733012,1.441085877,103.7777812
HDB,13,CANTONMENT CL,80013,1.27469944,103.8404854
HDB,13,DOVER CL EAST,130013,1.305370112,103.7860795
HDB,13,EUNOS CRES,400013,1.322686619,103.9035009
HDB,13,FARRER PK RD,210013,1.311600762,103.8514001
HDB,13,GHIM MOH RD,272013,1.309494181,103.7887246
HDB,13,HOLLAND DR,271013,1.309360395,103.7932051
HDB,13,JLN BT MERAH,161134,1.279256199,103.8272093
HDB,13,JOO SENG RD,368361,1.337775693,103.8846465
HDB,13,LOR 7 TOA PAYOH,310013,1.336283329,103.859027
HDB,13,MARINE TER,440013,1.304041685,103.9155755
HDB,13,MARSILING LANE,731013,1.441634451,103.7787741
HDB,13,ST. GEORGE'S RD,320013,1.323234557,103.8627325
HDB,13,TECK WHYE LANE,681135,1.380297904,103.7519736
HDB,13,TELOK BLANGAH CRES,90013,1.278159465,103.8204753
HDB,13,TOH YI DR,590013,1.33874588,103.7724386
HDB,13,UPP BOON KENG RD,381013,1.314813177,103.8708896
HDB,14,BEDOK STH AVE 2,460014,1.321361191,103.9361854
HDB,14,DOVER CL EAST,130014,1.305563812,103.7855952
HDB,14,EUNOS CRES,400014,1.323143131,103.9034491
HDB,14,GHIM MOH RD,270014,1.308846755,103.7891468
HDB,14,JLN BT MERAH,150014,1.287861305,103.8076482
HDB,14,JOO SENG RD,360014,1.336073653,103.8798538
HDB,14,KG ARANG RD,432014,1.300343014,103.8836512
HDB,14,LOR 7 TOA PAYOH,310014,1.336668967,103.8583536
HDB,14,MARINE TER,440014,1.303476179,103.9154117
HDB,14,ST. GEORGE'S RD,320014,1.323729593,103.8620884
HDB,14,TAMAN HO SWEE,161014,1.287904618,103.8321977
HDB,14,TECK WHYE LANE,680140,1.380018058,103.7531484
HDB,14,TELOK BLANGAH CRES,90014,1.277395442,103.8204697
HDB,14,TOH YI DR,590014,1.339087026,103.7725693
HDB,14,UPP BOON KENG RD,380014,1.315054205,103.8703037
HDB,14A,LOR 7 TOA PAYOH,311014,1.336268211,103.8583152
HDB,14A,TELOK BLANGAH CRES,91014,1.277760301,103.8207301
HDB,14A,UPP BOON KENG RD,381014,1.315263539,103.8706889
HDB,14B,LOR 7 TOA PAYOH,312014,1.335738874,103.8584084
HDB,15,BEACH RD,189721,1.298840879,103.859351
HDB,15,BEDOK STH RD,460154,1.317890918,103.9463386
HDB,15,EUNOS CRES,400015,1.32385971,103.9033636
HDB,15,FARRER PK RD,210015,1.311043468,103.8516606
HDB,15,GHIM MOH RD,270015,1.309143843,103.7884199
HDB,15,HOUGANG AVE 3,530015,1.362657704,103.8919215
HDB,15,JOO SENG RD,361015,1.335839369,103.8806079
HDB,15,MARINE TER,441015,1.304619194,103.9140772
HDB,15,MARSILING LANE,730015,1.441925602,103.7781584
HDB,15,ST. GEORGE'S RD,320015,1.324471341,103.8619367
HDB,15,TECK WHYE LANE,680015,1.379133573,103.7547387
HDB,15,TELOK BLANGAH CRES,90015,1.277060448,103.8207621
HDB,15,TOH YI DR,590015,1.339310858,103.7720515
HDB,15,UPP BOON KENG RD,380015,1.315873249,103.8712962
HDB,16,CANTONMENT CL,80016,1.273919926,103.8402609
HDB,16,EUNOS CRES,400016,1.322994312,103.9044498
HDB,16,HOUGANG AVE 3,530016,1.362822217,103.8910466
HDB,16,JLN TENTERAM,321016,1.328133709,103.85956
HDB,16,JOO SENG RD,362016,1.336675198,103.8799649
HDB,16,MARINE TER,440016,1.30437185,103.9140417
HDB,16,MARSILING LANE,730016,1.442297823,103.7778785
HDB,16,ST. GEORGE'S RD,320016,1.324351254,103.8623603
HDB,16,TAMAN HO SWEE,163016,1.288001696,103.8316146
HDB,16,TECK WHYE LANE,680016,1.378377877,103.7547648
HDB,16,TELOK BLANGAH CRES,91016,1.277572283,103.8211505
HDB,16,TOH YI DR,590016,1.339408681,103.7726057
HDB,16,UPP BOON KENG RD,380016,1.315431758,103.8716516
HDB,17,BEACH RD,190017,1.30368952,103.8635755
HDB,17,CANTONMENT CL,80017,1.273835569,103.8398443
HDB,17,DOVER CRES,130017,1.307654538,103.7828912
HDB,17,EUNOS CRES,400017,1.323370149,103.9044037
HDB,17,HOUGANG AVE 3,530017,1.363434432,103.8909776
HDB,17,JLN TENTERAM,321017,1.328211691,103.8598126
HDB,17,JOO SENG RD,360017,1.33616231,103.881376
HDB,17,LOR 7 TOA PAYOH,310017,1.336426604,103.8566081
HDB,17,MARINE TER,440017,1.303767822,103.914176
HDB,17,MARSILING LANE,730017,1.442678231,103.7777245
HDB,17,SENG POH RD,161017,1.285296918,103.8332353
HDB,17,ST. GEORGE'S RD,320017,1.323905297,103.8623845
HDB,17,TECK WHYE LANE,680017,1.379197591,103.7539337
HDB,17,TELOK BLANGAH CRES,90017,1.277767863,103.8217024
HDB,17,TIONG BAHRU RD,163017,1.285615264,103.8331163
HDB,17,TOH YI DR,590017,1.33976904,103.7725561
HDB,17A,CIRCUIT RD,371017,1.329892021,103.8881129
HDB,17A,TELOK BLANGAH CRES,91017,1.277382607,103.821604
HDB,17B,CIRCUIT RD,372017,1.329940023,103.8891891
HDB,18,BEDOK STH RD,469276,1.317840249,103.9293968
HDB,18,CANTONMENT CL,80018,1.273901446,103.8394173
HDB,18,DOVER CRES,130018,1.308083436,103.7830572
HDB,18,EUNOS CRES,400018,1.323741518,103.9043603
HDB,18,GHIM MOH RD,270018,1.310150547,103.7870824
HDB,18,HOUGANG AVE 3,530018,1.363216575,103.8919296
HDB,18,JLN TENTERAM,321018,1.327827687,103.8600807
HDB,18,JOO SENG RD,360018,1.336849222,103.8811415
HDB,18,LOR 7 TOA PAYOH,310018,1.335757237,103.8567896
HDB,18,MARINE TER,440018,1.303208583,103.9143008
HDB,18,MARSILING LANE,730018,1.443417007,103.7778612
HDB,18,ST. GEORGE'S RD,320018,1.324061597,103.8628338
HDB,18,TAMAN HO SWEE,162018,1.288098683,103.831032
HDB,18,TECK WHYE LANE,680018,1.378297688,103.7540714
HDB,18,TELOK BLANGAH CRES,90018,1.277909847,103.8225358
HDB,18,TIONG BAHRU RD,163018,1.285727781,103.8325924
HDB,18,TOH YI DR,590018,1.339979136,103.7731322
HDB,18A,CIRCUIT RD,371018,1.329320824,103.8880717
HDB,18A,HOLLAND DR,272018,1.311058611,103.7918866
HDB,18B,CIRCUIT RD,372018,1.329181051,103.8882484
HDB,18B,HOLLAND DR,273018,1.31101769,103.7914519
HDB,18C,CIRCUIT RD,373018,1.329296909,103.8887926
HDB,18C,HOLLAND DR,274018,1.310316292,103.7917389
HDB,18D,CIRCUIT RD,374018,1.329404348,103.889197
HDB,18D,HOLLAND DR,275018,1.309983984,103.7926014
HDB,19,BALAM RD,370019,1.331423626,103.8874103
HDB,19,BEDOK STH RD,462019,1.320476593,103.9341765
HDB,19,CANTONMENT CL,80019,1.273883542,103.8390033
HDB,19,CHAI CHEE RD,461019,1.32723389,103.9222175
HDB,19,DOVER CRES,130019,1.307835871,103.7836359
HDB,19,EUNOS CRES,400019,1.32427584,103.9032055
HDB,19,GHIM MOH RD,270019,1.311438523,103.7882989
HDB,19,HOUGANG AVE 3,530019,1.363789616,103.8918133
HDB,19,JLN MEMBINA,163019,1.285570416,103.8262762
HDB,19,JLN TENTERAM,322019,1.327551323,103.8594688
HDB,19,JOO SENG RD,360019,1.334646362,103.8809946
HDB,19,LIM LIAK ST,161019,1.285493784,103.8326
HDB,19,MARINE TER,440019,1.304522102,103.915054
HDB,19,MARSILING LANE,730019,1.443282043,103.7772942
HDB,19,QUEEN'S CL,140019,1.292382728,103.8001963
HDB,19,ST. GEORGE'S RD,320019,1.324445542,103.8626105
HDB,19,TECK WHYE LANE,680019,1.379394304,103.7529494
HDB,19,TOH YI DR,590019,1.339962696,103.7738977
HDB,20,BALAM RD,370020,1.330830952,103.8875078
HDB,20,BEDOK STH RD,469277,1.318142424,103.9318632
HDB,20,CHAI CHEE RD,461020,1.326272712,103.9228853
HDB,20,DOVER CRES,130020,1.306722574,103.7835241
HDB,20,EUNOS CRES,400020,1.324656484,103.9032431
HDB,20,HOLLAND DR,271020,1.310491604,103.792257
HDB,20,HOUGANG AVE 3,530020,1.363831912,103.8907377
HDB,20,JLN KLINIK,160020,1.288114518,103.8290403
HDB,20,JLN MEMBINA,164020,1.285624598,103.8259233
HDB,20,JOO SENG RD,360020,1.334057601,103.8813662
HDB,20,LOR 7 TOA PAYOH,310020,1.334967209,103.8572059
HDB,20,MARINE TER,440020,1.303715887,103.915067
HDB,20,QUEEN'S CL,140020,1.292750071,103.7999359
HDB,20,ST. GEORGE'S RD,321020,1.324739676,103.8628602
HDB,20,TEBAN GDNS RD,600020,1.32378355,103.7385184
HDB,20,TECK WHYE LANE,680020,1.378754548,103.7531634
HDB,20,TELOK BLANGAH CRES,90020,1.276915948,103.8218187
HDB,20,TIONG BAHRU RD,163020,1.285754796,103.8321508
HDB,21,BALAM RD,370021,1.331197214,103.8869767
HDB,21,BEDOK STH RD,460021,1.320145954,103.9331634
HDB,21,CHAI CHEE RD,461021,1.325778506,103.9224247
HDB,21,DOVER CRES,130021,1.307036026,103.7846333
HDB,21,EUNOS CRES,400021,1.325031355,103.9032824
HDB,21,GHIM MOH RD,270021,1.310103026,103.788546
HDB,21,HAIG RD,430021,1.313159457,103.8952162
HDB,21,HOLLAND DR,271021,1.310976125,103.7923799
HDB,21,HOUGANG AVE 3,530021,1.364245984,103.8914777
HDB,21,JLN MEMBINA,163021,1.285086563,103.8257828
HDB,21,JOO SENG RD,360021,1.333960732,103.8805818
HDB,21,LIM LIAK ST,161021,1.285438216,103.8321614
HDB,21,QUEEN'S CL,140021,1.29327775,103.799918
HDB,21,ST. GEORGE'S RD,321021,1.324786153,103.8621944
HDB,21,TEBAN GDNS RD,600021,1.323680649,103.7391562
